191D, 3, 5031, 1677
191L, 7, 18083, 2583
None
192L, 5, 11766, 2353
193L, 10, 24111, 2411
194D, 4, 1521, 380
194L, 10, 21542, 2154
195D, 4, 2420, 605
195L, 5, 14620, 2924
196D, 3, 4946, 1648
196L, 6, 13294, 2215
None
197L, 6, 15681, 2613
None
198L, 5, 14887, 2977
199L, 6, 19312, 3218
19GS, 6, 35000, 5833
19HC, 28, 91192, 3256
1A00, 7, 42853, 6121
1A01, 7, 49693, 7099
1A02, 20, 22079, 1103
1A04, 9, 22871, 2541
1A05, 13, 44041, 3387
None
1A07, 4, 11791, 2947
1A08, 4, 11558, 2889
1A09, 4, 17220, 4305
None
1A0B, 4, 6792, 1698
1A0C, 13, 60986, 4691
1A0D, 14, 35802, 2557
1A0E, 10, 26119, 2611
1A0F, 7, 25970, 3710
1A0G, 7, 38938, 5562
1A0H, 19, 31648, 1665
1A0I, 17, 13758, 809
1A0J, 17, 76153, 4479
None
None
1A0M, 5, 9265, 1853
1A0O, 7, 20984, 2997
1A0P, 6, 11668, 1944
None
1A0R, 39, 15774, 404
1A0S, 10, 36638, 3663
1A0T, 10, 72862, 7286
1A0U, 7, 35612, 5087
1A0Z, 7, 40275, 5753
None
None
None
None
1A17, 5, 7551, 1510
1A18, 6, 7640, 1273
1A19, 2, 4796, 2398
1A1A, 3, 18316, 6105
1A1B, 4, 11382, 2845
1A1C, 4, 9860, 2465
1A1E, 4, 15618, 3904
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
1A21, 6, 20401, 3400
1A22, 17, 14481, 851
1A25, 4, 12233, 3058
1A26, 11, 16703, 1518
1A27, 12, 16053, 1337
1A28, 14, 42976, 3069
1A29, 9, 4768, 529
1A2A, 16, 22749, 1421
1A2B, 11, 8437, 767
None
1A2D, 6, 8894, 1482
1A2E, 7, 6983, 997
1A2F, 5, 21478, 4295
1A2G, 5, 20674, 4134
1A2J, 8, 10752, 1344
None
None
1A2M, 8, 10853, 1356
None
1A2O, 23, 41964, 1824
1A2P, 0, 48118, 1
None
None
None
None
1A2W, 12, 16591, 1382
1A2X, 12, 8736, 728
None
1A2Z, 7, 104008, 14858
1A30, 4, 14377, 3594
None
1A32, 1, 6149, 6149
1A33, 11, 13375, 1215
1A34, 7, 271689, 38812
None
None
1A37, 11, 18704, 1700
1A38, 13, 20975, 1613
1A39, 29, 18592, 641
1A3A, 3, 45271, 15090
None
1A3C, 6, 24217, 4036
None
None
1A3F, 15, 18617, 1241
None
1A3H, 7, 32949, 4707
1A3I, 0, 1136, 1
1A3J, 0, 1836, 1
None
1A3L, 13, 32813, 2524
1A3N, 6, 47376, 7896
1A3O, 6, 47408, 7901
None
1A3R, 14, 28516, 2036
1A3S, 8, 5605, 700
None
None
None
None
None
1A3Y, 4, 21750, 5437
1A3Z, 4, 10076, 2519
1A40, 0, 33200, 1
None
None
1A43, 6, 3102, 517
None
1A45, 9, 6903, 767
1A46, 15, 16189, 1079
None
1A48, 3, 24879, 8293
None
None
None
None
1A4E, 12, 123132, 10261
None
None
1A4H, 6, 10263, 1710
1A4I, 12, 75524, 6293
1A4J, 11, 61908, 5628
1A4K, 11, 45309, 4119
1A4L, 14, 46062, 3290
1A4M, 14, 77948, 5567
1A4O, 10, 28360, 2836
None
None
1A4R, 8, 18210, 2276
1A4S, 30, 90475, 3015
None
None
1A4W, 15, 20391, 1359
1A4X, 6, 23799, 3966
None
1A4Z, 17, 50110, 2947
None
1A52, 20, 16454, 822
1A53, 5, 27987, 5597
None
None
None
None
1A5A, 28, 48728, 1740
1A5B, 28, 44729, 1597
None
1A5D, 13, 12942, 995
1A5F, 16, 10007, 625
None
None
None
1A5K, 31, 37380, 1205
1A5L, 32, 37711, 1178
1A5M, 31, 48061, 1550
1A5N, 31, 31345, 1011
1A5O, 32, 27650, 864
1A5P, 10, 20432, 2043
1A5Q, 12, 7087, 590
1A5S, 28, 31198, 1114
None
None
1A5V, 5, 13461, 2692
1A5W, 5, 12641, 2528
1A5X, 5, 14890, 2978
None
None
1A61, 15, 14209, 947
None
None
1A65, 12, 27750, 2312
None
None
1A6A, 13, 16963, 1304
1A6C, 23, 92395, 4017
None
None
None
1A6G, 2, 42857, 21428
1A6I, 4, 10326, 2581
1A6J, 5, 14482, 2896
1A6K, 2, 51785, 25892
None
1A6M, 2, 65676, 32838
1A6N, 2, 45053, 22526
1A6P, 1, 10424, 10424
1A6Q, 22, 33176, 1508
None
None
None
None
None
1A6Y, 22, 13451, 611
None
1A70, 5, 12461, 2492
1A71, 23, 37755, 1641
1A72, 23, 10388, 451
None
None
1A75, 6, 12412, 2068
None
None
None
None
1A7A, 26, 49640, 1909
1A7B, 1, 7684, 7684
None
1A7D, 5, 11582, 2316
1A7E, 5, 11077, 2215
None
1A7H, 6, 6708, 1118
1A7J, 7, 10828, 1546
None
None
1A7N, 6, 15838, 2639
1A7O, 6, 15397, 2566
1A7P, 6, 16064, 2677
1A7Q, 6, 15836, 2639
1A7R, 6, 15330, 2555
1A7S, 11, 90433, 8221
1A7T, 9, 30156, 3350
1A7U, 1, 65196, 65196
1A7V, 4, 10497, 2624
1A7W, 2, 6440, 3220
None
1A7Y, 0, 14126, 1
1A7Z, 0, 15653, 1
1A80, 2, 13917, 6958
None
None
None
None
None
1A88, 7, 65934, 9419
1A8A, 8, 20264, 2533
1A8B, 8, 19014, 2376
1A8D, 11, 72264, 6569
1A8E, 21, 38344, 1825
1A8F, 21, 36834, 1754
1A8G, 4, 5566, 1391
None
1A8I, 30, 78975, 2632
None
None
None
1A8M, 2, 21383, 10691
1A8O, 6, 9266, 1544
None
1A8Q, 7, 31156, 4450
None
1A8S, 7, 33361, 4765
1A8T, 9, 13949, 1549
1A8U, 1, 84499, 84499
1A8V, 4, 14432, 3608
None
1A8Z, 4, 15379, 3844
None
None
1A95, 6, 40791, 6798
1A96, 6, 45863, 7643
1A97, 4, 23926, 5981
1A98, 5, 11088, 2217
1A99, 7, 92025, 13146
1A9B, 11, 13463, 1223
None
1A9E, 11, 20331, 1848
None
1A9N, 17, 32224, 1895
None
None
None
None
None
None
None
1A9W, 7, 14598, 2085
None
None
None
1AA0, 0, 5727, 1
1AA1, 26, 107959, 4152
1AA2, 4, 6831, 1707
1AA4, 7, 19784, 2826
1AA5, 0, 17899, 1
1AA6, 33, 36009, 1091
1AA7, 8, 20013, 2501
1AAC, 6, 21199, 3533
None
1AAL, 5, 15279, 3055
None
None
None
None
1AAR, 1, 5074, 5074
None
None
None
None
1AAZ, 5, 13249, 2649
1AB0, 5, 9554, 1910
1AB1, 6, 19518, 3253
1AB4, 14, 16466, 1176
1AB5, 6, 10044, 1674
1AB6, 6, 8233, 1372
None
1AB9, 12, 30329, 2527
1ABA, 5, 16153, 3230
None
None
None
None
None
None
None
None
1ABR, 23, 29002, 1260
1ABS, 3, 29798, 9932
None
None
1AC1, 8, 28479, 3559
1AC4, 7, 18800, 2685
1AC5, 16, 20663, 1291
1AC6, 2, 9291, 4645
1AC8, 7, 21436, 3062
1ACB, 12, 16840, 1403
1ACC, 8, 59701, 7462
1ACD, 5, 4989, 997
None
None
None
None
None
1ACV, 8, 34076, 4259
None
None
1AD0, 12, 29480, 2456
1AD1, 12, 23608, 1967
1AD2, 4, 17109, 4277
None
None
None
1AD6, 13, 9344, 718
1AD8, 15, 23326, 1555
1AD9, 17, 25617, 1506
None
None
None
None
None
None
None
None
None
None
1ADQ, 20, 11603, 580
None
1ADU, 24, 17172, 715
1ADV, 24, 13965, 581
1ADW, 7, 10531, 1504
None
1AE1, 13, 19698, 1515
1AE2, 3, 8339, 2779
1AE3, 4, 4871, 1217
None
1AE5, 11, 12137, 1103
1AE6, 17, 7851, 461
1AE7, 16, 10379, 648
1AE8, 15, 21911, 1460
None
1AEB, 7, 14538, 2076
None
1AED, 7, 19482, 2783
1AEE, 7, 25199, 3599
1AEF, 7, 22128, 3161
1AEG, 7, 25485, 3640
1AEH, 7, 28443, 4063
None
1AEJ, 7, 19891, 2841
1AEK, 7, 16321, 2331
1AEM, 7, 26411, 3773
1AEN, 7, 15155, 2165
1AEO, 7, 19901, 2843
None
1AEQ, 7, 28205, 4029
1AER, 0, 21548, 1
1AES, 7, 16033, 2290
1AET, 7, 20363, 2909
1AEU, 7, 15993, 2284
1AEV, 7, 19944, 2849
1AEW, 5, 19915, 3983
None
None
1AF2, 11, 24136, 2194
1AF3, 5, 8584, 1716
1AF4, 5, 7111, 1422
None
1AF6, 14, 115231, 8230
1AF7, 8, 18323, 2290
1AF9, 11, 14445, 1313
1AFA, 8, 40864, 5108
1AFB, 8, 47906, 5988
None
1AFD, 8, 44693, 5586
1AFE, 15, 24131, 1608
None
None
1AFQ, 12, 21268, 1772
None
None
None
1AFV, 21, 28315, 1348
1AFW, 14, 71365, 5097
None
None
None
1AG8, 17, 55471, 3263
1AG9, 4, 32652, 8163
None
None
None
None
None
None
None
None
None
1AGN, 23, 34624, 1505
None
None
None
None
None
1AGX, 9, 7403, 822
1AGY, 5, 57662, 11532
1AH0, 11, 13053, 1186
1AH3, 11, 15449, 1404
1AH4, 11, 24329, 2211
1AH5, 10, 13486, 1348
None
None
None
None
None
None
None
None
None
None
None
1AHJ, 15, 53386, 3559
1AHN, 4, 7361, 1840
1AHO, 8, 31001, 3875
1AHP, 21, 29121, 1386
None
None
1AHS, 4, 28590, 7147
None
None
None
None
None
None
None
1AI1, 19, 19188, 1009
None
None
1AI4, 18, 33689, 1871
1AI5, 18, 34218, 1901
1AI6, 18, 26089, 1449
1AI7, 18, 28130, 1562
None
None
None
None
None
None
1AIE, 1, 5647, 5647
None
None
None
1AII, 9, 20799, 2311
None
None
1AIL, 2, 5104, 2552
None
None
None
1AIP, 22, 84816, 3855
None
None
1AIS, 14, 40467, 2890
None
None
None
1AIZ, 10, 25950, 2595
None
None
1AJ5, 10, 17119, 1711
1AJ6, 5, 9455, 1891
1AJ7, 12, 22576, 1881
None
1AJ9, 6, 10964, 1827
None
None
None
None
1AJG, 2, 13483, 6741
1AJH, 2, 13618, 6809
None
1AJK, 5, 38672, 7734
None
1AJN, 18, 34038, 1891
1AJO, 5, 24053, 4810
1AJP, 18, 33815, 1878
1AJQ, 18, 52705, 2928
1AJR, 11, 91696, 8336
1AJS, 22, 113995, 5181
1AJV, 4, 14227, 3556
1AJX, 4, 16813, 4203
None
None
1AK1, 9, 22357, 2484
1AK2, 10, 21351, 2135
1AK4, 17, 22536, 1325
1AK5, 19, 28851, 1518
None
None
None
None
1AKD, 18, 41062, 2281
1AKE, 7, 43055, 6150
1AKG, 4, 4471, 1117
None
1AKI, 10, 16327, 1632
1AKJ, 16, 21268, 1329
None
1AKM, 16, 25088, 1568
None
1AKO, 11, 29322, 2665
1AKQ, 4, 16087, 4021
1AKR, 4, 45834, 11458
1AKS, 14, 17698, 1264
1AKT, 4, 27336, 6834
1AKU, 4, 16098, 4024
1AKV, 4, 13307, 3326
1AKW, 4, 34892, 8723
1AKY, 8, 25745, 3218
1AKZ, 6, 30381, 5063
1AL0, 31, 526777, 16992
1AL1, 0, 514, 1
None
1AL3, 8, 20911, 2613
1AL4, 0, 9571, 1
1AL6, 16, 40398, 2524
None
1AL8, 14, 21259, 1518
None
1ALB, 6, 5160, 860
None
None
1ALH, 12, 42990, 3582
None
None
None
None
1ALN, 11, 27258, 2478
None
None
1ALV, 10, 34097, 3409
1ALW, 10, 25060, 2506
1ALX, 0, 7726, 1
None
1ALZ, 0, 21454, 1
None
1AM2, 2, 15077, 7538
None
1AM5, 13, 13658, 1050
None
1AM7, 4, 20814, 5203
None
None
1AME, 5, 6636, 1327
None
1AMH, 14, 13312, 950
None
None
1AMK, 7, 21346, 3049
None
1AMN, 23, 25272, 1098
None
1AMP, 9, 36459, 4051
None
None
None
None
1AMU, 15, 91144, 6076
None
1AMX, 2, 12881, 6440
1AMY, 9, 18783, 2087
1AMZ, 16, 39504, 2469
None
1AN1, 20, 17157, 857
None
None
None
1AN7, 2, 8932, 4466
1AN8, 4, 17970, 4492
None
1ANA, 2, 1484, 742
None
None
None
None
None
None
None
None
None
None
None
1ANU, 1, 8044, 8044
1ANV, 24, 10312, 429
None
None
1AO0, 20, 46997, 2349
1AO3, 6, 14054, 2342
1AO5, 17, 17025, 1001
1AO6, 41, 37461, 913
1AO7, 30, 39262, 1308
None
None
None
1AOD, 6, 10774, 1795
None
1AOF, 15, 80762, 5384
1AOG, 21, 55205, 2628
None
None
1AOJ, 2, 3135, 1567
None
None
1AOM, 15, 98928, 6595
1AON, 27, 242645, 8986
None
1AOQ, 15, 101290, 6752
None
1AOS, 20, 9508, 475
None
1AOW, 15, 8114, 540
1AOX, 6, 36743, 6123
None
1AP2, 7, 22557, 3222
None
None
1AP9, 9, 8398, 933
None
None
1APH, 6, 5431, 905
None
1APM, 8, 30428, 3803
1APN, 2, 24335, 12167
None
None
None
None
1APX, 2, 70327, 35163
None
None
None
1AQ1, 8, 17721, 2215
1AQ2, 16, 39295, 2455
1AQ3, 8, 159162, 19895
1AQ4, 8, 190897, 23862
1AQ6, 8, 32507, 4063
1AQ7, 14, 8944, 638
1AQ8, 11, 51276, 4661
1AQB, 10, 20090, 2009
1AQC, 10, 18523, 1852
1AQD, 11, 73533, 6684
1AQE, 11, 9870, 897
None
1AQH, 17, 31449, 1849
1AQI, 7, 30265, 4323
1AQJ, 7, 29685, 4240
None
None
1AQM, 17, 42018, 2471
None
1AQP, 12, 6930, 577
1AQT, 4, 6626, 1656
1AQU, 23, 71412, 3104
None
None
None
1AQY, 23, 62618, 2722
1AQZ, 5, 30737, 6147
1AR0, 8, 12818, 1602
None
1AR2, 2, 3528, 1764
None
None
None
None
None
None
None
None
None
None
None
1ARL, 5, 20772, 4154
1ARM, 5, 26079, 5215
1ARO, 41, 36539, 891
1ARP, 15, 19188, 1279
None
None
None
None
None
None
None
1ARZ, 11, 33414, 3037
1AS0, 18, 19661, 1092
1AS2, 18, 10399, 577
1AS3, 18, 19367, 1075
None
1AS6, 11, 64356, 5850
1AS7, 11, 45995, 4181
1AS8, 11, 59043, 5367
None
None
None
None
None
None
None
None
None
None
1ASL, 13, 32478, 2498
1ASM, 13, 39577, 3044
1ASN, 13, 33324, 2563
None
None
None
1ASS, 8, 13186, 1648
None
None
None
None
1ASX, 8, 6335, 791
None
None
1AT0, 5, 13687, 2737
None
None
1AT5, 10, 10924, 1092
1AT6, 10, 10515, 1051
1ATG, 2, 73931, 36965
None
1ATI, 12, 38000, 3166
None
None
1ATL, 11, 18499, 1681
None
1ATP, 8, 24564, 3070
None
None
1ATT, 16, 23433, 1464
None
1ATZ, 6, 28127, 4687
None
None
None
None
None
None
None
1AU9, 7, 12793, 1827
1AUA, 10, 16736, 1673
None
1AUE, 7, 7283, 1040
1AUG, 5, 50024, 10004
None
None
1AUK, 23, 49080, 2133
1AUM, 5, 2677, 535
1AUN, 19, 21635, 1138
1AUO, 9, 41930, 4658
None
1AUQ, 6, 11181, 1863
1AUR, 9, 15245, 1693
1AUS, 26, 130946, 5036
None
None
1AUW, 13, 61612, 4739
1AUX, 14, 28638, 2045
None
1AV1, 4, 16201, 4050
1AV2, 0, 17776, 1
1AV4, 11, 34202, 3109
None
1AV6, 11, 9750, 886
1AV7, 5, 6080, 1216
None
1AVA, 15, 59902, 3993
1AVB, 3, 41590, 13863
1AVC, 27, 19075, 706
1AVD, 4, 7255, 1813
1AVE, 4, 6381, 1595
1AVF, 13, 34523, 2655
None
None
1AVK, 11, 33888, 3080
1AVL, 11, 18638, 1694
None
None
None
1AVP, 16, 10573, 660
1AVQ, 14, 62855, 4489
None
None
1AVT, 5, 15092, 3018
1AVU, 6, 10249, 1708
None
1AVW, 20, 52626, 2631
1AVX, 20, 26825, 1341
1AVY, 0, 14230, 1
None
1AW1, 8, 59609, 7451
1AW2, 8, 60025, 7503
1AW5, 14, 20279, 1448
None
None
None
1AWB, 18, 20194, 1121
1AWC, 23, 20442, 888
1AWD, 6, 24070, 4011
None
None
None
None
1AWQ, 8, 20703, 2587
1AWR, 8, 123869, 15483
1AWS, 8, 5484, 685
1AWT, 8, 32046, 4005
1AWU, 8, 7049, 881
1AWV, 8, 41416, 5177
1AX0, 3, 30859, 10286
1AX1, 3, 26067, 8689
1AX2, 3, 26190, 8730
1AX4, 19, 117863, 6203
1AX8, 5, 8253, 1650
1AX9, 23, 21097, 917
None
1AXB, 11, 14681, 1334
1AXC, 17, 25375, 1492
None
1AXE, 23, 41054, 1784
1AXG, 23, 36578, 1590
None
1AXK, 7, 48469, 6924
None
None
None
None
1AXS, 12, 24768, 2064
None
None
1AXY, 3, 27770, 9256
1AXZ, 3, 28797, 9599
None
None
1AY2, 4, 6430, 1607
None
None
None
1AY7, 4, 27352, 6838
None
1AY9, 3, 4943, 1647
1AYA, 2, 11142, 5571
1AYB, 2, 2951, 1475
1AYC, 4, 2951, 737
1AYD, 2, 8056, 4028
1AYE, 11, 37833, 3439
1AYF, 8, 21775, 2721
None
None
1AYM, 38, 1188112, 31266
1AYN, 38, 480268, 12638
1AYO, 5, 40834, 8166
1AYP, 15, 22200, 1480
1AYR, 10, 18311, 1831
None
None
None
1AYX, 0, 56652, 1
1AYY, 13, 22611, 1739
1AYZ, 8, 26010, 3251
None
1AZ1, 11, 26959, 2450
1AZ2, 11, 8995, 817
None
None
1AZ5, 2, 7110, 3555
None
1AZB, 10, 12724, 1272
1AZC, 10, 13601, 1360
None
1AZF, 10, 14022, 1402
None
None
1AZM, 3, 14309, 4769
None
1AZO, 4, 21931, 5482
1AZP, 6, 18472, 3078
1AZQ, 4, 10083, 2520
1AZR, 9, 17198, 1910
1AZS, 47, 37182, 791
1AZT, 15, 37441, 2496
None
1AZV, 4, 24962, 6240
None
1AZX, 18, 23424, 1301
1AZY, 21, 20930, 996
None
None
None
1B02, 11, 23755, 2159
1B04, 7, 25982, 3711
None
None
None
1B08, 5, 28551, 5710
None
None
1B0B, 7, 26805, 3829
1B0C, 7, 11127, 1589
1B0D, 10, 10461, 1046
1B0E, 10, 24287, 2428
1B0F, 11, 6718, 610
1B0G, 13, 26356, 2027
None
1B0I, 17, 21593, 1270
None
None
None
None
None
None
None
None
None
None
None
1B0W, 3, 35139, 11713
None
1B0Y, 5, 41951, 8390
1B0Z, 13, 24051, 1850
1B11, 5, 9007, 1801
None
None
None
None
None
1B17, 6, 9026, 1504
1B18, 6, 9061, 1510
1B19, 6, 8970, 1495
1B1B, 6, 9297, 1549
1B1C, 7, 13282, 1897
None
None
None
None
None
None
None
None
1B20, 0, 31927, 1
1B21, 0, 18294, 1
1B23, 33, 18103, 548
1B24, 4, 9025, 2256
None
1B26, 14, 60623, 4330
1B27, 1, 32840, 32840
1B2A, 6, 8958, 1493
1B2B, 6, 8539, 1423
1B2C, 6, 8576, 1429
1B2D, 6, 9068, 1511
1B2E, 6, 6547, 1091
1B2F, 6, 9097, 1516
1B2G, 6, 8672, 1445
None
None
1B2K, 10, 26152, 2615
None
None
None
1B2P, 3, 33837, 11279
None
1B2S, 3, 58905, 19635
1B2U, 3, 39042, 13014
1B2V, 2, 15496, 7748
None
1B2X, 0, 27040, 1
None
1B2Z, 0, 18849, 1
1B30, 5, 20870, 4174
1B31, 5, 43914, 8782
None
None
None
1B35, 30, 210942, 7031
1B37, 14, 216246, 15446
1B38, 8, 18071, 2258
1B39, 8, 18536, 2317
1B3A, 5, 17288, 3457
None
None
None
None
None
None
None
None
None
1B3N, 17, 12557, 738
1B3O, 22, 33820, 1537
1B3Q, 11, 33013, 3001
None
1B3S, 3, 26480, 8826
1B3T, 12, 28457, 2371
1B3U, 27, 63655, 2357
1B3V, 5, 17516, 3503
1B3W, 5, 13206, 2641
1B3X, 5, 22429, 4485
1B3Y, 5, 16276, 3255
1B3Z, 5, 19562, 3912
None
1B41, 23, 26128, 1136
1B42, 12, 15411, 1284
None
None
None
1B47, 13, 70917, 5455
1B48, 9, 15630, 1736
1B49, 10, 26192, 2619
None
None
None
None
1B4F, 7, 106694, 15242
None
None
1B4K, 11, 81819, 7438
1B4L, 3, 16719, 5573
None
1B4P, 11, 25872, 2352
None
1B4T, 4, 18729, 4682
None
None
1B4W, 17, 16175, 951
None
None
None
None
1B54, 8, 16935, 2116
1B55, 7, 25429, 3632
None
1B57, 11, 53850, 4895
None
1B59, 23, 40462, 1759
1B5D, 10, 29170, 2917
1B5E, 10, 80033, 8003
1B5F, 11, 83682, 7607
None
None
None
None
1B5L, 14, 8066, 576
None
None
None
1B5Q, 14, 211139, 15081
None
None
None
None
None
None
None
None
1B62, 8, 27846, 3480
1B63, 8, 28146, 3518
None
None
1B67, 2, 20416, 10208
None
1B6A, 24, 60664, 2527
1B6B, 8, 12123, 1515
1B6C, 21, 57741, 2749
1B6D, 5, 13394, 2678
None
None
None
1B6I, 7, 16246, 2320
1B6J, 2, 14781, 7390
1B6K, 2, 15397, 7698
1B6L, 2, 16256, 8128
1B6M, 2, 16987, 8493
1B6P, 2, 11182, 5591
None
None
None
None
1B6U, 7, 6281, 897
None
1B6W, 2, 4748, 2374
None
1B70, 19, 59935, 3154
None
1B72, 13, 13418, 1032
None
None
1B76, 8, 19864, 2483
1B77, 7, 46640, 6662
None
None
None
1B7B, 10, 28366, 2836
1B7D, 9, 5149, 572
None
None
1B7G, 14, 63878, 4562
None
None
None
None
None
None
None
None
None
None
None
None
None
None
1B7V, 3, 6588, 2196
None
1B7Y, 19, 81641, 4296
None
1B80, 13, 79351, 6103
1B82, 13, 69466, 5343
1B85, 13, 62658, 4819
None
None
None
1B89, 17, 49353, 2903
1B8A, 14, 105560, 7540
1B8C, 1, 12648, 12648
1B8D, 17, 67710, 3982
None
1B8F, 16, 35153, 2197
1B8G, 21, 34176, 1627
1B8H, 8, 20369, 2546
None
None
None
1B8L, 1, 9228, 9228
None
None
None
None
1B8R, 1, 6147, 6147
None
None
None
None
None
1B8Z, 1, 21552, 21552
None
None
1B93, 7, 58302, 8328
1B94, 2, 37718, 18859
1B95, 2, 29850, 14925
1B96, 2, 21703, 10851
1B97, 2, 17144, 8572
None
None
1B9A, 1, 5587, 5587
1B9B, 8, 22000, 2750
1B9C, 6, 36692, 6115
None
1B9E, 6, 3538, 589
None
1B9H, 14, 40234, 2873
None
1B9J, 5, 50045, 10009
1B9K, 9, 18198, 2022
None
1B9M, 6, 53277, 8879
1B9N, 6, 38642, 6440
1B9O, 10, 37696, 3769
1B9S, 28, 17223, 615
1B9T, 28, 17552, 626
1B9V, 28, 19003, 678
1B9W, 13, 15400, 1184
1B9X, 39, 13631, 349
1B9Y, 39, 13650, 350
None
1BA0, 9, 34086, 3787
1BA1, 8, 44717, 5589
1BA2, 4, 27357, 6839
1BA3, 18, 35015, 1945
1BA7, 6, 16384, 2730
None
1BAB, 7, 69572, 9938
None
None
None
1BAJ, 8, 3200, 400
None
1BAN, 0, 16268, 1
1BAO, 0, 14908, 1
None
None
None
1BAV, 5, 65817, 13163
1BAW, 4, 8981, 2245
1BAY, 8, 28194, 3524
None
None
None
1BB3, 10, 29641, 2964
1BB4, 10, 14688, 1468
1BB5, 10, 28781, 2878
None
None
1BB9, 5, 5396, 1079
1BBB, 6, 75165, 12527
1BBC, 15, 5299, 353
None
None
None
None
None
None
None
1BBU, 18, 24986, 1388
1BBW, 18, 25386, 1410
1BBZ, 1, 34383, 34383
1BC0, 9, 20727, 2303
1BC1, 9, 18086, 2009
1BC2, 3, 37064, 12354
1BC3, 9, 21733, 2414
1BC5, 8, 16345, 2043
None
None
1BCC, 71, 123774, 1743
1BCD, 2, 12911, 6455
None
1BCG, 10, 4919, 491
1BCH, 8, 42942, 5367
1BCJ, 8, 35683, 4460
None
1BCM, 14, 21089, 1506
1BCO, 14, 13908, 993
1BCP, 43, 62613, 1456
None
None
1BCU, 15, 24042, 1602
1BCW, 9, 17059, 1895
None
1BCY, 9, 21770, 2418
1BCZ, 9, 14382, 1598
None
1BD1, 4, 2421, 605
None
None
None
1BD7, 5, 7224, 1444
None
1BD9, 4, 22678, 5669
None
1BDB, 6, 18858, 3143
1BDF, 7, 27863, 3980
